Egg_ID,ID,toeClip,TissueBox,sex,clutch,egg_encl_ID,mating_encl_ID,current_encl,species,trt,yolk,temp,mortality,liz_status,season,date_egg_laid_(day/m/year)),date_egg_laid_(year/m/day),hatch_date_(year/m/day),Hatch_data_(day/m/year),egg_mass,egg_length_mm,egg_width_mm,post_extract_mass,X.reduction,hatch_mass,hatch_svl,hatch_tl,hatch_total,death_date,notes
EG354_20,LD354_20,"""5500""",Box 1.27,m,CL103_20,E031_M,,,delicata,A-23,A,23,1,MISSING,2020/21,17/11/2020,20/11/2017,21/1/2001,,0.16,8.1,6.11,0.142,0.1125,0.111,,,,,a bit watery
EG355_20,LD355_20,"""0023""",Box 1.27,m,CL103_20,E031_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,17/11/2020,20/11/2017,20/12/2016,,0.162,7.85,6.19,0.139,0.141975309,0.108,16.672,22.681,39.353,,
EG356_20,LD356_20,"""0320""",Box 1.28,m,CL104_20,E049_M,,,delicata,C-23,C,23,0,ALIVE,2020/21,18/11/2020,20/11/2018,21/1/2003,,0.132,8.44,5.12,NA,NA,0.115,17.565,NA,NA,,tail tip is invisible
EG357_20,LD357_20,"""3005""",Box 1.27,f,CL104_20,E049_M,,E047_F120,delicata,C-28,C,28,0,ALIVE,2020/21,18/11/2020,20/11/2018,20/12/2018,,0.122,7.7,5.11,NA,NA,0.111,18.013,25.154,43.167,,
EG358_20,LD358_20,"""040(35)""",Box 1.25,f,CL104_20,E049_M,,E022_F120,delicata,A-23,A,23,0,ALIVE,2020/21,18/11/2020,20/11/2018,21/1/2003,,0.116,8.28,4.9,0.102,0.120689655,0.107,18.373,23.661,42.034,,
EG359_20,LD359_20,"""4401""",Box 1.28,,CL104_20,E049_M,,E033_F120,delicata,A-28,A,28,0,ALIVE,2020/21,18/11/2020,20/11/2018,20/12/2017,,0.129,7.72,5.62,0.114,0.11627907,0.088,16.27,20.265,36.535,,
EG360_20,LD360_20,"""0202""",Box 1.28,f,CL104_20,E049_M,,E053_F120,delicata,A-23,A,23,0,ALIVE,2020/21,18/11/2020,20/11/2018,21/1/2003,,0.122,7.94,5.44,0.106,0.131147541,0.081,16.07,19.829,35.899,,a bit watery
EG361_20,LD361_20,"""4005""",Box 1.23,f,CL104_20,E049_M,,E008_F120,delicata,A-28,A,28,0,ALIVE,2020/21,18/11/2020,20/11/2018,20/12/2018,,0.131,8.43,5.45,0.112,0.145038168,0.088,17.103,20.875,37.978,,
EG362_20,LD362_20,"""0330""",Box 1.27,f,CL105_20,E067_M,,E046_F120,delicata,C-23,C,23,0,ALIVE,2020/21,18/11/2020,20/11/2018,21/1/2002,,0.136,8.29,5.4,NA,NA,0.097,18.22,21.089,39.309,,
EG363_20,NA,,,,CL105_20,E067_M,,,delicata,C-28,C,28,1,DEAD,2020/21,18/11/2020,20/11/2018,,,0.142,8.42,5.54,NA,NA,,,,,18/12/2020,egg died 18/12/20; embryo
EG364_20,LD364_20,"""2004""",Box 1.27,m,CL105_20,E067_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,18/11/2020,20/11/2018,20/12/1931,,0.132,8.36,5.36,0.113,0.143939394,0.085,17.431,20.795,38.226,,
EG365_20,LD365_20,"""3302""",Box 1.24,m,CL105_20,E067_M,,E018_F120,delicata,A-28,A,28,0,ALIVE,2020/21,18/11/2020,20/11/2018,20/12/2015,,0.139,8.92,5.22,0.119,0.143884892,0.093,16.949,20.927,37.876,,
EG366_20,LG366_20,"""0240""",Box 1.25,,CL106_20,E050_M,,E028_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,18/11/2020,20/11/2018,21/1/2008,,0.176,8.66,6.03,NA,NA,0.142,19.377,NA,NA,,tail tip is invisible
EG367_20,NA,,,,CL106_20,E050_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,18/11/2020,20/11/2018,,,0.189,8.66,6.19,0.172,0.08994709,,,,,7/1/2021,egg died 7/1/21; embryo
EG368_20,LG368_20,"""0430""",Box 1.25,f,CL107_20,E054_M,,E026_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,18/11/2020,20/11/2018,20/12/2018,,0.14,7.73,5.68,0.119,0.15,0.086,16.15,22.675,38.825,,
EG369_20,LD369_20,"""3400""",Box 1.28,m,CL108_20,E048_M,NA,E053_F120,delicata,C-28,C,28,0,ALIVE,2020/21,20/11/2020,20/11/2020,20/12/2019,,0.133,8.46,5.19,NA,NA,0.11,17.73,24.151,41.881,,
EG370_20,LD370_20,"""0002""",Box 1.26,m,CL108_20,E048_M,,E041_F120,delicata,A-23,A,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,21/1/2005,,0.124,8.24,5.23,0.109,0.120967742,0.097,17.663,23.132,40.795,,
EG371_20,NA,,,,CL108_20,E048_M,,,delicata,A-28,A,28,1,DEAD,2020/21,20/11/2020,20/11/2020,,,0.126,8.71,4.87,0.108,0.142857143,,,,,15/12/2020,"Egg died, 15/12/20 embryo inside"
EG372_20,LD372_20,"""0550""",Box 1.26,f,CL109_20,E045_M,,E041_F120,delicata,C-23,C,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,21/1/2006,,0.114,8.78,4.65,NA,NA,0.109,17.147,23.608,40.755,,
EG373_20,LD373_20,"""0505""",Box 1.26,f,CL109_20,E045_M,,E039_F120,delicata,A-23,A,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,21/1/2004,,0.114,8.28,4.86,0.103,0.096491228,0.099,16.609,20.517,37.126,,
EG374_20,LD374_20,"""3(45)0(35)""",Box 1.24,f,CL109_20,E045_M,NA,E014_F120,delicata,A-28,A,28,0,ALIVE,2020/21,20/11/2020,20/11/2020,20/12/2019,,0.109,8.38,4.71,0.096,0.119266055,0.086,17.693,21.222,38.915,,
EG375_20,LG375_20,"""0300""",Box 1.28,f,CL110_20,E055_M,,E054_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,20/11/2020,20/11/2020,20/12/2020,,0.168,8.08,6.1,0.142,0.154761905,0.103,NA,NA,NA,,"a bit watery, cannot recognise where cloaca is"
EG376_20,LG376_20,"""3004""",Box 1.28,f,CL110_20,E055_M,,E057_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,21/1/2007,,0.175,8.68,6.05,0.144,0.177142857,0.103,17.616,21.918,39.534,,
EG377_20,LG377_20,"""5040""",Box 1.25,f,CL110_20,E055_M,,E030_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,20/11/2020,20/11/2020,21/1/2008,,0.188,8.12,6.33,NA,NA,0.135,18.689,25.106,43.795,,"photo with LD, not LG"
EG378_20,LD378_20,"""1503""",Box 1.25,m,CL111_20,E028_M,,E025_F120,delicata,A-23,A,23,0,ALIVE,2020/21,22/11/2020,20/11/2022,21/1/2007,,0.196,8.59,6.37,0.168,0.142857143,0.098,17.4,21.683,39.083,,
EG379_20,LD379_20,"""(34)055""",Box 1.26,m,CL111_20,E028_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,22/11/2020,20/11/2022,20/12/2021,,0.174,8.44,6.06,0.157,0.097701149,0.099,16.566,22.559,39.125,,
EG380_20,LD380_20,NA,NA,NA,CL111_20,E028_M,,,delicata,C-23,C,23,0,ALIVE,2020/21,22/11/2020,20/11/2022,21/1/2007,,0.169,8.39,6.08,NA,NA,0.111,17.861,24.496,42.357,,
EG381_20,LD381_20,"""0440""",Box 1.26,f,CL111_20,E028_M,,E039_F120,delicata,C-28,C,28,0,ALIVE,2020/21,22/11/2020,20/11/2022,20/12/2020,,0.2,8.89,6.32,NA,NA,0.139,18.613,28.176,46.789,,
EG382_20,LD382_20,"""1040""",Box 1.27,m,CL111_20,E028_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,22/11/2020,20/11/2022,21/1/2007,,0.164,8.15,5.85,0.152,0.073170732,0.108,18.177,22.537,40.714,,a bit watery
EG383_20,LD383_20,"""0220""",Box 1.24,m,CL111_20,E028_M,NA,E014_F120,delicata,A-28,A,28,0,ALIVE,2020/21,22/11/2020,20/11/2022,20/12/2019,,0.196,8.9,6.26,0.173,0.117346939,0.099,NA,NA,NA,,cannot recognise where cloaca is
EG384_20,LD384_20,"""0021""",Box 1.28,f,CL112_20,E022_M,,E053_F120,delicata,C-23,C,23,0,ALIVE,2020/21,22/11/2020,20/11/2022,21/1/2008,,0.16,7.97,6.02,NA,NA,0.118,18.004,22.511,40.515,,"Escaped 03/02, possible mix-up with LD384, LD490, LD347"
EG385_20,LD385_20,"""5020""",Box 1.27,m,CL112_20,E022_M,,E046_F120,delicata,C-28,C,28,0,ALIVE,2020/21,22/11/2020,20/11/2022,20/12/2022,,0.16,7.98,6.02,NA,NA,0.121,19.415,25.573,44.988,,
EG386_20,LD386_20,"""0220""",Box 1.25,f,CL112_20,E022_M,,E027_F120,delicata,A-23,A,23,0,ALIVE,2020/21,22/11/2020,20/11/2022,21/1/2009,,0.175,8.43,6.19,0.156,0.108571429,0.116,18.83,22.62,41.45,,a bitwatery
EG387_20,LD387_20,"""3004""",Box 1.25,f,CL112_20,E022_M,,E020_M,delicata,A-28,A,28,0,ALIVE,2020/21,22/11/2020,20/11/2022,20/12/2022,,0.162,8.41,5.88,0.132,0.185185185,0.111,18.397,23.716,42.113,,
EG388_20,LD388_20,"""0301""",Box 1.26,m,CL113_20,E025_M,,,delicata,C-28,C,28,0,ALIVE,2020/21,22/11/2020,20/11/2022,20/12/2023,,0.161,7.69,6.09,NA,NA,0.104,17.65,25.401,43.051,,
EG389_20,NA,,,,CL113_20,E025_M,,,delicata,A-28,A,28,1,DEAD,2020/21,22/11/2020,20/11/2022,,,0.157,7.56,6.11,0.141,0.101910828,,,,,31/12/2020,egg died 31/12/20
EG390_20,LD390_20,"""0043""",Box 1.25,f,CL114_20,E067_M,,E025_F120,delicata,A-23,A,23,0,ALIVE,2020/21,23/11/2020,20/11/2023,21/1/2006,,0.146,8.46,5.56,0.13,0.109589041,0.082,17.235,20.318,37.553,,
EG391_20,LD391_20,"""4000""",Box 1.27,f,CL114_20,E067_M,NA,E050_F120,delicata,A-28,A,28,0,ALIVE,2020/21,23/11/2020,20/11/2023,20/12/2019,,0.15,8.37,5.68,0.131,0.126666667,0.09,16.856,21.108,37.964,,
EG392_20,LD392_20,,Box 1.23,,CL114_20,E067_M,NA,,delicata,C-28,C,28,1,DEAD,2020/21,23/11/2020,20/11/2023,20/12/2019,,0.146,8.38,5.73,NA,NA,0.089,16.315,22.823,39.138,20/1/2021,Died by accident before behaviour started. Died 20/1/21
EG393_20,LD393_20,,,,CL115_20,E067_M,,,delicata,A-23,A,23,1,DEAD,2020/21,23/11/2020,20/11/2023,21/1/2006,,0.144,8.05,5.61,0.124,0.138888889,0.085,17.058,20.55,37.608,22/12/2021,died 22/12/21
EG394_20,LD394_20,,Box 1.22,,CL115_20,E067_M,,,delicata,A-28,A,28,1,DEAD,2020/21,23/11/2020,20/11/2023,20/12/2022,,0.136,8.05,5.52,0.116,0.147058824,0.088,17.41,22.102,39.512,28/12/2020,baby died 28/12
EG395_20,LD395_20,"""0030""",Box 1.26,f,CL115_20,E067_M,,E041_F120,delicata,C-28,C,28,0,ALIVE,2020/21,23/11/2020,20/11/2023,20/12/2022,,0.132,8.53,5.28,NA,NA,0.102,17.719,23.466,41.185,,
EG396_20,LD396_20,"""0403""",Box 1.25,m,CL115_20,E067_M,,E027_F120,delicata,C-23,C,23,0,ALIVE,2020/21,23/11/2020,20/11/2023,21/1/2007,,0.142,7.91,5.66,NA,NA,0.113,18.833,23.347,42.18,,
EG397_20,LG397_20,"""0055""",Box 1.26,m,CL116_20,E052_M,,E031_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,23/11/2020,20/11/2023,21/1/2012,,0.16,8.35,6.06,NA,NA,0.13,19.471,22.854,42.325,,
EG398_20,LG398_20,"""0203""",Box 1.28,f,CL116_20,E052_M,,E060_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,23/11/2020,20/11/2023,21/1/2012,,0.174,8.74,5.74,0.157,0.097701149,0.122,18.684,21.66,40.344,,
EG399_20,NA,,,,CL116_20,E052_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,23/11/2020,20/11/2023,,,0.18,8.57,6,0.162,0.1,,,,,13/12/2020,egg died 13/12/20
EG400_20,LG400_20,"""(23)000""",Box 1.28,m,CL117_20,E053_M,,E054_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,23/11/2020,20/11/2023,21/1/2015,,0.176,9.26,5.91,NA,NA,0.152,19.108,25.309,44.417,,
EG401_20,NA,,,,CL117_20,E053_M,,,guichenoti,A-23,A,23,1,DEAD,2020/21,23/11/2020,20/11/2023,,,0.189,9.12,6,0.166,0.121693122,,,,,10/2/2021,"a bit watery; egg died, no embryo, 10/2/21"
EG402_20,LG402_20,"""0050""",Box 1.26,m,CL118_20,E002_M,,E031_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,24/11/2020,20/11/2024,21/1/2011,,0.25,10.1,6.79,NA,NA,0.167,19.618,24.002,43.62,,
EG403_20,LG403_20,"""0100""",Box 1.28,m,CL118_20,E002_M,,,guichenoti,A-23,A,23,0,ALIVE,2020/21,24/11/2020,20/11/2024,21/1/2012,,0.242,10,6.57,0.217,0.103305785,0.133,19.669,25.029,44.698,,
EG404_20,LG404_20,"""0013""",Box 1.28,m,CL118_20,E002_M,,E054_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,24/11/2020,20/11/2024,20/12/2026,,0.255,9.73,6.96,0.23,0.098039216,0.164,20.312,27.716,48.028,,a bit watery
EG405_20,LG405_20,"""1020""",Box 1.28,f,CL119_20,E004_M,,E054_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,24/11/2020,20/11/2024,21/1/2011,,0.227,8.95,6.82,NA,NA,0.16,19.717,24.305,44.022,,
EG406_20,LG406_20,"""(234)200""",Box 1.28,f,CL119_20,E004_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,24/11/2020,20/11/2024,21/1/2011,,0.218,8.75,6.72,0.202,0.073394495,1.65,20.293,23.382,43.675,,
EG407_20,LD407_20,"""0(12)(34)(12)""",,f,CL119_20,E004_M,,E061,guichenoti,A-28,A,28,0,ALIVE,2020/21,24/11/2020,20/11/2024,20/12/2024,,0.229,8.9,6.9,0.214,0.065502183,0.172,21.041,24.637,45.678,,a bit watery
EG408_20,LD408_20,"""0003""",Box 1.25,m,CL120_20,E025_M,,E063,delicata,A-23,A,23,0,ALIVE,2020/21,24/11/2020,20/11/2024,21/1/2008,,0.188,8.61,6.16,0.165,0.122340426,0.099,18.489,22.209,40.698,,
EG409_20,LD409_20,"""0403""",Box 1.27,m,CL121_20,E022_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,24/11/2020,20/11/2024,20/12/2023,,0.188,8.85,6.19,0.168,0.106382979,0.114,18.727,24.281,43.008,,
EG410_20,NA,,,,CL122_20,E056_M,,,guichenoti,A-28,A,28,1,DEAD,2020/21,26/11/2020,20/11/2026,,,0.178,9.69,5.59,0.167,0.061797753,,,,,30/11/2020,not much taken out; egg die 30/11/2020
EG411_20,LG411_20,"""2300""",Box 1.24,,CL122_20,E056_M,,E017_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,26/11/2020,20/11/2026,20/12/2025,,0.215,8.58,6.62,NA,NA,0.155,21.263,29.767,51.03,,
EG412_20,LG412_20,"""5000""",Box 1.28,f,CL122_20,E056_M,,E056_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,26/11/2020,20/11/2026,21/1/2010,,0.239,9.54,6.69,NA,NA,0.179,20.319,27.481,47.8,,
EG413_20,LG413_20,"""2002""",Box 1.25,,CL122_20,E056_M,,E023_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,26/11/2020,20/11/2026,21/1/2009,,0.208,8.94,6.35,NA,NA,0.152,18.56,26.68,45.24,,
EG414_20,LG414_20,"""3020""",Box 1.25,f,CL122_20,E056_M,,E026_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,26/11/2020,20/11/2026,20/12/2024,,0.223,9.19,6.68,0.195,0.125560538,0.167,18.594,27.46,46.054,,perfect
EG415_20,LG415_20,"""0020""",Box 1.28,f,CL122_20,E056_M,,E068,guichenoti,C-23,C,23,0,ALIVE,2020/21,26/11/2020,20/11/2026,21/1/2013,,0.188,9.49,5.86,NA,NA,0.172,21.023,28.967,49.99,,
EG416_20,LD416_20,"""3030""",Box 1.25,f,CL123_20,E067_M,,E027_F120,delicata,C-23,C,23,0,ALIVE,2020/21,26/11/2020,20/11/2026,21/1/2009,,0.155,8.92,5.48,NA,NA,0.113,18.152,21.22,39.372,,
EG417_20,NA,,,,CL123_20,E067_M,,,delicata,A-23,A,23,1,DEAD,2020/21,26/11/2020,20/11/2026,,,0.157,8.96,5.51,0.134,0.146496815,,,,,20/2/2021,good; pretty surethis is infertile egg; died 20/2/21
EG418_20,LD418_20,"""4040""",Box 1.26,m,CL123_20,E067_M,,E034_F120,delicata,A-28,A,28,0,ALIVE,2020/21,26/11/2020,20/11/2026,20/12/2025,,0.161,8.75,5.67,0.135,0.161490683,0.111,18.832,23.187,42.019,,good
EG419_20,LD419_20,"""3204""",Box 1.23,f,CL124_20,E046_M,,E010_F120,delicata,C-28,C,28,0,ALIVE,2020/21,26/11/2020,20/11/2026,20/12/2027,,0.103,7.89,4.65,NA,NA,0.083,17.706,21.061,38.767,,
EG420_20,NA,,,,CL124_20,E046_M,,,delicata,A-28,A,28,1,DEAD,2020/21,26/11/2020,20/11/2026,,,0.107,8.09,4.73,0.092,0.140186916,,,,,10/2/2021,"bit watery; egg died, embryo, 10/2/21"
EG421_20,NA,,,,CL124_20,E046_M,,,delicata,A-23,A,23,1,DEAD,2020/21,26/11/2020,20/11/2026,,,0.104,8.43,4.76,0.082,0.211538462,,,,,20/1/2021,perfect yolk; Died 20/1/21 full embryo
EG422_20,LD422_20,"""0230""",Box 1.27,m,CL125_20,E016_M,,,delicata,C-28,C,28,0,ALIVE,2020/21,27/11/2020,20/11/2027,21/1/2010,,0.137,8.09,5.57,NA,NA,0.096,17.443,21.029,38.472,,
EG423_20,LD423_20,"""1040""",Box 1.24,f,CL125_20,E016_M,,E020_F120,delicata,A-28,A,28,0,ALIVE,2020/21,27/11/2020,20/11/2027,20/12/2025,,0.141,8.17,5.65,0.126,0.106382979,0.072,17.514,18.448,35.962,,
EG424_20,NA,,,,CL125_20,E016_M,,,delicata,A-23,A,23,1,DEAD,2020/21,27/11/2020,20/11/2027,,,0.123,7.54,5.65,0.115,0.06504065,,,,,11/1/2021,"syringe did not work; egg died 11/1/21, but almost hatched."
EG425_20,LD425_20,"""3300""",Box 1.26,m,CL125_20,E016_M,,E039_F120,delicata,A-28,A,28,0,ALIVE,2020/21,27/11/2020,20/11/2027,20/12/2025,,0.124,7.81,5.49,0.11,0.112903226,0.078,17.213,20.218,37.431,,
EG426_20,LD426_20,"""2(1234)00""",Box 1.25,m,CL125_20,E016_M,,E022_F120,delicata,C-23,C,23,0,ALIVE,2020/21,27/11/2020,20/11/2027,21/1/2010,,0.134,7.69,5.58,NA,NA,0.093,NA,NA,NA,,photo is too blurred to measure
EG427_20,LD427_20,"""0405""",Box 1.26,m,Cl126_20,E017_M,,Ind enclosure,delicata,C-28,C,28,0,ALIVE,2020/21,27/11/2020,20/11/2027,20/12/2028,,0.167,9.14,5.7,NA,NA,0.114,,,,,
EG428_20,LD428_20,"""001(13)""",Box 1.28,f,Cl126_20,E017_M,,E053_F120,delicata,A-23,A,23,0,ALIVE,2020/21,27/11/2020,20/11/2027,21/1/2014,,0.164,9.15,5.68,0.139,0.152439024,0.103,17.524,22.958,40.482,,
EG429_20,NA,,,,Cl126_20,E017_M,,,delicata,A-28,A,28,1,DEAD,2020/21,27/11/2020,20/11/2027,,,0.163,8.84,6,0.135,0.171779141,,,,,31/12/2020,egg died 31/12/20
EG430_20,LD430_20,NA,Box 1.23,,CL127_20,E023_M,,NA,delicata,A-28,A,28,1,DEAD,2020/21,27/11/2020,20/11/2027,20/12/2026,,0.09,7.62,5.9,0.132,0.11409396,,17.521,21.117,38.638,5/2/2021,died 5/2/21; seemed perfecty fine. No accidents 
EG431_20,LD431_20,"""5010""",Box 1.25,f,CL127_20,E023_M,,E046_F120,delicata,A-23,A,23,0,ALIVE,2020/21,27/11/2020,20/11/2027,21/1/2011,,0.142,7.83,5.72,0.121,0.147887324,0.091,16.727,20.404,37.131,,
EG432_20,LD432_20,"""003(12)""",Box 1.25,f,CL127_20,E023_M,,E022_F120,delicata,C-28,C,28,0,ALIVE,2020/21,27/11/2020,20/11/2027,20/12/2028,,0.14,8.05,5.61,NA,NA,0.107,,,,,
EG433_20,LD433_20,"""2005""",Box 1.28,f,CL127_20,E023_M,,E051_F120,delicata,C-23,C,23,0,ALIVE,2020/21,27/11/2020,20/11/2027,21/1/2011,,0.141,7.93,5.71,NA,NA,0.108,17.985,21.144,39.129,,
EG434_20,LD434_20,,,,CL127_20,E023_M,,,delicata,A-23,A,23,1,MISSING,2020/21,27/11/2020,20/11/2027,21/1/2011,,0.142,8.07,5.6,0.12,0.154929577,0.094,17.611,19.912,37.523,,a bit watery
EG435_20,LD435_20,"""0012""",Box 1.26,m,CL128_20,E046_M,,E042_F120,delicata,C-28,C,28,0,ALIVE,2020/21,29/11/2020,20/11/2029,20/12/2028,,0.137,8.53,5.32,NA,NA,0.096,,,,,
EG436_20,LD436_20,,,,CL128_20,E046_M,,,delicata,C-23,C,23,1,DEAD,2020/21,29/11/2020,20/11/2029,21/1/2015,,0.135,8.45,5.39,NA,NA,0.09,17.116,21.603,38.719,18/1/2021,died 18/1/21
EG437_20,LD437_20,"""0032""",Box 1.28,m,CL128_20,E046_M,,E051_F120,delicata,A-23,A,23,0,ALIVE,2020/21,29/11/2020,20/11/2029,21/1/2015,,0.146,8.35,5.59,0.121,0.171232877,0.091,16.429,21.538,37.967,,
EG438_20,LD438_20,"""0052""",Box 1.27,f,CL128_20,E046_M,,E045_F120,delicata,A-28,A,28,0,ALIVE,2020/21,29/11/2020,20/11/2029,20/12/2027,,0.154,9.38,5.45,0.124,0.194805195,0.083,16.438,22.785,39.223,,
EG439_20,LD439_20,"""0343""",Box 1.26,m,CL128_20,E046_M,,E043_F120,delicata,A-28,A,28,0,ALIVE,2020/21,29/11/2020,20/11/2029,20/12/2028,,0.158,8.89,5.63,0.139,0.120253165,0.108,,,,,
EG440_20,LD440_20,NA,,NA,CL129_20,E049_M,NA,NA,delicata,C-28,C,28,1,DEAD,2020/21,29/11/2020,20/11/2029,20/12/2028,,0.123,7.67,5.52,NA,NA,0.087,NA,NA,NA,8/3/2022,died 8/03/2022
EG441_20,LD441_20,"""1030""",Box 1.28,f,CL129_20,E049_M,,E052_F120,delicata,A-23,A,23,0,ALIVE,2020/21,29/11/2020,20/11/2029,21/1/2013,,0.114,7.61,5.3,0.095,0.166666667,0.072,15.708,20.208,35.916,,
EG442_20,LD442_20,"""3(24)00""",Box 1.24,m,CL129_20,E049_M,,E028_M,delicata,A-28,A,28,0,ALIVE,2020/21,29/11/2020,20/11/2029,20/12/2028,,0.116,7.85,5.28,0.11,0.051724138,0.1,,,,,the needle went out of the egg in the middle of the extraction
EG443_20,LG443_20,"""2405""",Box 1.26,,CL130_20,E052_M,,E032_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,29/11/2020,20/11/2029,20/12/2027,,0.217,8.81,6.63,0.198,0.087557604,0.147,19.743,24.74,44.483,,a bit watery
EG444_20,LG444_20,"""0002""",Box 1.28,m,Cl131_20,E050_M,,E055_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,29/11/2020,20/11/2029,21/1/2018,,0.17,8.26,6.09,0.156,0.082352941,0.127,18.299,23.048,41.347,,
EG445_20,LG445_20,"""020(12)""",Box 1.28,f,CL132_20,E001_M,,E058_F120,guichenoti,C-23,C,23,0,ALIVE,2020/21,30/11/2020,20/11/1930,21/1/2022,,0.17,8.43,5.91,NA,NA,0.126,20.395,25.535,45.93,,
EG446_20,LG446_20,"""0104""",Box 1.28,f,CL132_20,E001_M,,E059_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,30/11/2020,20/11/1930,21/1/2023,,0.154,8.49,5.46,0.133,0.136363636,0.125,19.163,23.826,42.989,,
EG447_20,LG447_20,"""0033""",Box 1.28,f,CL132_20,E001_M,,E060_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,30/11/2020,20/11/1930,21/1/2003,,0.148,9.05,5.2,0.126,0.148648649,0.132,19.156,26.732,45.888,,"Escaped 03/02, possible mix-up with LD384, LD490, LD347"
EG448_20,LG448_20,,,,CL133_20,E003_M,,,guichenoti,C-23,C,23,0,ALIVE,2020/21,30/11/2020,20/11/1930,21/1/2017,,0.213,9.52,6.31,NA,NA,0.145,19.498,23.968,43.466,,
EG449_20,LG449_20,"""0550""",Box 1.26,f,CL133_20,E003_M,,E0.,guichenoti,A-23,A,23,1,DEAD,2020/21,30/11/2020,20/11/1930,21/1/2016,,0.215,8.93,6.48,0.191,0.111627907,0.146,19.73,24.416,44.146,,a bit watery
EG450_20,LG450_20,"""(All)(345)30""",Box 1.25,f,CL133_20,E003_M,,E0.,guichenoti,A-28,A,28,0,ALIVE,2020/21,30/11/2020,20/11/1930,20/12/1930,,0.21,8.24,6.66,0.18,0.142857143,0.137,19.568,24.382,43.95,,a bit watery
EG451_20,LD451_20,NA,Box 1.25,,CL134_20,E026_M,,NA,delicata,C-23,C,23,1,DEAD,2020/21,30/11/2020,20/11/1930,21/1/2019,,0.172,8.56,5.76,NA,NA,0.14,18.366,27.139,45.505,18/3/2021,died 18/3/21
EG452_20,LD452_20,"""040(12)""",Box 1.27,m,CL134_20,E026_M,,,delicata,A-23,A,23,0,ALIVE,2020/21,30/11/2020,20/11/1930,21/1/2018,,0.168,8.88,5.74,0.148,0.119047619,0.129,18.272,24.664,42.936,,
EG453_20,LD453_20,"""1003""",Box 1.27,m,CL134_20,E026_M,,,delicata,A-28,A,28,0,ALIVE,2020/21,30/11/2020,20/11/1930,20/12/1930,,0.156,8.51,5.69,0.136,0.128205128,0.114,18.537,26.763,45.3,,
EG454_20,LD454_20,210,Box 1.26,f,CL134_20,E026_M,,E040_F120,delicata,C-28,C,28,0,ALIVE,2020/21,30/11/2020,20/11/1930,20/12/1930,,0.165,8.86,5.73,NA,NA,0.133,19.079,27.077,46.156,,
EG455_20,LG455_20,"""4402""",Box 1.24,,CL135_20,E050_M,,E017_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,1/12/2020,20/12/2001,20/12/1931,,0.178,8.47,6.02,0.161,0.095505618,0.115,18.58,25.61,44.19,,"photo with LD, not LG"
EG456_20,LG456_20,"""0004""",Box 1.28,f,CL136_20,E051_M,,E060_F120,guichenoti,A-23,A,23,0,ALIVE,2020/21,1/12/2020,20/12/2001,21/1/2017,,0.186,8.35,6.15,0.163,0.123655914,0.13,19.651,24.44,44.091,,
EG457_20,LG457_20,"""0330""",Box 1.25,,CL136_20,E051_M,,E030_F120,guichenoti,A-28,A,28,0,ALIVE,2020/21,1/12/2020,20/12/2001,20/12/1931,,0.192,8.47,6.08,0.176,0.083333333,0.136,19.06,26.296,45.356,,a bit watery
EG458_20,LG458_20,"""(35)(2345)(235)(34)""",Box 1.26,f,CL136_20,E051_M,,E031_F120,guichenoti,C-28,C,28,0,ALIVE,2020/21,1/12/2020,20/12/2001,20/12/1931,,0.195,8.27,6.48,NA,NA,0.142,18.993,26.139,45.132,,
